'Nonya nenas pacilis ','easy',4,10,140,'Nyonya','Main Course','wok','boil','Fruit','cooking oil;cinnamon stick;star anise;clove;shallot;garlic;fish curry powder;water;tamarind paste;palm sugar;pineapple;coconut milk;salt','3 tablespoons cooking oil;3cm cinnamon stick;2 star anise;2 cloves;3 shallots;2 cloves garlic;4 tablespoons fish curry powder;125ml water;15g tamarind paste;2 tablespoons palm sugar;600g pineapple;100ml coconut milk;1 teaspoon salt',"'1.Heat oil, fry cinnamon stick, star anise and cloves for a few seconds before adding the sliced shallots and garlic.;2.SautÈ until shallots are caramelised, add in curry paste.;3.SautÈ for another 8-10 minutes until curry paste is fragrant.;4.Add in pineapple slices, water, sieved tamarind juice and sugar.;5.Simmer until pineapple is tender. Add more water if gravy becomes too thick. Lastly, add coconut milk and salt to taste.;6.Turn off heat once gravy comes to a boil. Set aside for 2 hours before serving.'",'Halal; NoNuts'
'Pongteh ','easy',6,10,50,'Nyonya','Main Course','wok','stir fry','Meat','chicken;belly pork;cooking oil;bean paste;palm sugar;shitake mushroom;water;potato;dark soya sauce;salt;shallot;garlic','300g chicken;300g belly pork;6 tablespoons cooking oil;1.5 tablespoons bean paste or tau cheo;40g palm sugar;10 dried shitake mushrooms;80ml water;2 potatoes;1 teaspoon dark soya sauce;2 teaspoons salt;20 shallots;3 cloves garlic',"'1.Using an electric blender, finely blend the spice paste.;2.Heat oil, add spice paste and sautÈ till fragrant.;3.Add in bean paste and stir-fry until oil starts to separate.;4.Add in belly pork and sautÈ for 5 minutes.;5.Mix in mushrooms and water and bring to a boil.;6.Lower heat and simmer for 20 minutes before adding chicken. Continue simmering until chicken and pork are tender; adding in potatoes half way through. Add more water if necessary.;7.Season to taste with sugar and salt.;8.Turn off heat and serve with steamed white rice'",'Halal; NoNuts'
'Mee Nonya Melaka','easy',4,15,20,'Nyonya','Main Course','wok','stir fry','Seafood','cooking oil;shallots;garlic;shallot;soya bean paste;prawn;chicken;yellow egg noodles;mustard green;bean sprout;water;dark soya sauce;light soya sauce;sugar;white pepper;Salt;fresh red chilly;red chilly padi;belachan;shallot crisp','6 tablespoons cooking oil;3 shallots;2 cloves garlic;2 shallots;1 tablespoon soya bean paste;150g prawns;100g chicken meat;400g fresh yellow egg noodles;3 stalks mustard green ìchoy sumî;1 cup bean sprouts;0.5 cup water;0.5 teaspoon dark soya sauce;1 tablespoon light soya sauce;2 teaspoons sugar;0.25 teaspoon ground white pepper;0.5 teaspoon of Salt;8 stalks fresh red chilly;3 stalks red chilly padi;40g toasted belachan;5g of Shallot crisps',"'1.Shallot crisps: Heat oil, fry sliced shallots over low to medium heat until lightly browned. Remove with slotted spoon and place onto paper towels. Set aside. Once cool, you may store in airtight containers and use whenever necessary.;2.Noodles: Using the same oil, fry chopped shallots and garlic until lightly browned.;3.Add in bean paste and stir to sautÈ for 1-2 minutes until fragrant.;4.Add in sliced meat, prawns and choy sum. Continue to stir-fry for another 30 seconds over high heat then add stock.;5.Once it boils, add noodles, adjust seasonings to taste, toss in bean sprouts and turn off heat immediately.;6.Garnish hot noodles with shallot crisps and serve with some dried shrimp paste with a squeeze of kalamansi lime juice.;7.sambal belachan: Pound the ingredients using a mortar. Store the chilly in a container in the fridge for up to a week.'",'Halal; NoNuts; Spicy'
'Kapitan Chicken ','easy',6,10,30,'Nyonya','Main Course','wok','stir fry','Chicken','cooking oil;onion;chicken;brown sugar;kaffir lime leave;water;coconut milk;lime juice;Salt;shallot;garlic;ginger;galangal;turmeric;candle nut;lemon grass;dried chilly;birdís eye chilly;belachan','100 ml cooking oil; 1 big onion; 700 g chicken; 1/2 tablespoon brown sugar; 3 pieces kaffir lime leaves; 125 ml water; 125 ml thick coconut milk; 1 tablespoon lime juice; Salt;150g shallots;1 clove garlic;10g young ginger;10g galangal;10g turmeric;2 candle nuts;2 stalks lemon grass;5 stalks dried chilly;5 stalks birdís eye chilly;10g toasted belachan',"'1.Heat oil, fry sliced big onions until crispy. Remove and set aside.;2.Using an electric blender, finely blend spice paste till fine. Adding a little water to move the blades if necessary.;3.Using the same oil, sautÈ spice paste until fragrant over a medium flame, stirring continuously to prevent paste from burning or sticking to the wok.;4.Add chicken pieces, sugar, kaffir lime leaves and cook for 5-7 minutes.;5.Add water and simmer until chicken is almost tender (about 15-20 minutes).;6.Add the coconut milk, juice and adjust salt to taste.;7.Turn off heat and pour over the onion crisps and stir to combine.'",'Halal; Spicy'
'Nonya spicy dumplings','easy',10,15,250,'Nyonya','Main Course','pot','steam','Port','glutinous rice;dried prawns;lean pork;candied winter melon;lemon grass;knob galangal;dried chilly;garlic;shallot;coriander seed;sugar;Blue pea flowers;pandan leave',"'2kg glutinous rice;300g dried prawns;500g lean pork;100g candied winter melon;4 stalks lemon grass;5cm knob galangal;50g dried chilly;5 cloves garlic;10 shallots;3 tablespoons coriander seeds,;100 g sugar;5 Blue pea flowers;3 bundles large pandan leaves'","'1.Drain glutinous rice and place in a colander to dry. Season with salt and lots of white pepper. Remove about a third of the rice and mix in blue dye from the blue pea flower or colouring.;2.Blend the lemon grass, dried chilly, dried prawns, galangal, shallots and garlic together. Add roasted coriander seeds, sugar and about 1 tablespoon each of light soya sauce, dark soya sauce, salt and more pepper.;3.Heat up oil in a large frying pan and fry spice mixture. Add minced lean pork and chopped candied winter melon and continue to fry till very fragrant. Adjust seasoning with salt or sugar to taste.;4.Make a cone with two pandan leaves and add a spoon of plain rice. Add a large spoonful of filling and cover mixture with a spoonful of blue-dyed rice and another spoonful of plain rice.;5.Fold over pandan leaf to make a pyramid and secure with a piece of reed or raffia.;6.Tie dumplings into bundles of 10 or 12 and thread onto a wooden spoon or long rolling pin. Hang over a pot of boiling water and cook for at least three to four hours. Keep adding boiling water to keep the heat constant.;7.Store cooked dumplings in the fridge and eat within the week.'",'Halal; NoNuts; Spicy'
'Spicy tofu confetti ','easy',4,8,10,'Chinese','Main Course','wok','stir fry','Vegetable','hard tofu;sweet corn kernel;red bell pepper;snow pea pod;chilly paste;shallot;garlic;honey;salt','2 pieces hard tofu (tau kwa);100g sweet corn kernels;1 red bell pepper;8 snow pea pods;1 tablespoon chilly paste;4 shallots;2 cloves garlic;1 tablespoon honey;1 teaspoon salt',"'1.Process chilly paste, skinned shallots and garlic cloves into a fine puree. Heat up a little oil in a non-stick pan and fry the paste till fragrant. Season to taste with honey and salt. Cool to room temperature.;2.In a clean frying pan, heat up some vegetable oil and fry tofu cubes until they are lightly golden on all sides. Be patient, and use a medium fire to make sure the tofu is tender inside but nice and crisp outside.;3.While tofu is frying, wash and rinse red bell pepper and snow peas.;4.Dice red pepper, and slice each snow pea pod into thin slivers on the diagonal. Chill in the fridge until ready to use.;5.When all the tofu cubes are ready, pour away any excess oil from the frying pan and add the chilly dressing. Toss the tofu cubes so they are thoroughly coated. Plate the tofu cubes and pile on the diced red pepper, sweet corn kernels and the snow pea slivers. Serve at once and allow each diner to toss their own portion of salad at the table.'",'Vegetarian; NoNuts; Spicy'
'Nonya chap chye','easy',6,15,55,'Peranakan','Main Course','pot','boil','Pork','round cabbage;pork belly;dried black fungus;dried lily buds;sweet dried bean curd;dried tang hoon;dried mushrooms;dried prawn;fresh garlic;tau cheoh paste;dark soya sauce;cooking oil;chicken seasoning powder','500g round cabbage ;100g pork belly;10g dried black fungus;5g dried lily buds;10g sweet dried bean curd;20g dried tang hoon;10g dried mushrooms;10g dried prawns;3 cloves fresh garlic;10g tau cheoh paste;1 tablespoon dark soya sauce;5 tablespoons cooking oil;1 teaspoon chicken seasoning powder',"'1.Wash and cut cabbage according to your preference.;2.Soak the dried fungus, lily buds and dried tang hoon in water, separately, for 10 minutes.;3.Cut the dried bean curd sheets into several portions and soak in water for 5 minutes;4.Wash and boil the dried mushrooms in a small cooking pot with 1 tablespoon dark soya sauce, over low fire for 20 minutes.;5.Wash and cut the pork belly into thin slices and add into the boiling mushroom mixture sauce. Cook for another 10 minutes.;6.Heat up the tau cheoh paste, add in all the ingredients including the cut cabbage and stir fry before adding in the pre-cooked mushroom and pork belly, along with its stock mixture.;7.Cook over moderate fire for 25 minutes.;8.Add in the soaked tang hoon'",'Halal; NoNuts'
'Grilled honey spicy kaffir lime drummets','easy',4,190,20,'Nyonya','Main Course','oven','grill','Chicken','chicken drummets;ginger juice; corn flour;chilly flakes;oyster sauce; chicken stock granules; dark soya sauce;lime leaves;honey;salt','16 pieces chicken drummets;2 tablespoons ginger juice;1 tablespoon corn flour;1 tablespoon chilly flakes;1 tablespoon oyster sauce;1 teaspoon chicken stock granules;0.25 teaspoon dark soya sauce;10 kaffir lime leaves;2 tablespoons honey;1 tablespoon salt',"'1.In a mixing bowl, combine all marinade ingredients together and toss in chicken drummets. Adjust seasoning to taste. ;2.Refrigerate the drummets for 3 hours or preferably overnight in the coolest part of your fridge.;3.Heat oven to 200?C in grill function. Place the drummets and the marinade on a greased plate and grill the marinated chicken drummets, turning over once after 15-18 minutes or until juice runs clear when the meat is poked. ;4.Garnish drummets with a sprinkling of sesame seeds and serve immediately with a glass of wine or some beer.'",'Halal; NoNuts; Spicy'
'Peranakan turkey','medium',12,3750,120,'Peranakan','Main Course','oven','roast','turkey','turkey;onion;carrot; celery;Thai sweet basil;kaffir lime leave;laksa leaves;salt;dried shrimp paste;vegetable oil; olive oil;Pepper;kaffir lime leaves;corn flour;white wine','4kg turkey;1 medium-sized onion;1 stalk carrot;1 stick celery;1 small bunch Thai sweet basil;1 small bunch kaffir lime leaves;1 small bunch laksa leaves;1 teaspoon salt;1 tablespoon dried shrimp paste;0.75 cup vegetable or olive oil;2 teaspoons of Pepper;1 spring kaffir lime leaves;1 tablespoon corn flour;1 cup white wine',"'1.Remove the neck and giblets from the cavity and place in a pot with water to cover. Add an onion, carrot and celery stick. Cook slowly for one hour. Strain and keep aside one cup. Freeze rest of stock for another use. ;2.Using only the herbs leaves and tender stems, plucked into short lengths, process in a chopper with oil, dried shrimp paste and salt till roughly chopped. ;3.Wash turkey well inside and out and dry with paper towels. ;4.Rub herb paste over turkey, including the cavity. If you can, rub some paste under the skin.;5.Leave turkey in the fridge to marinate covered for at least two hours. ;6.Heat oven 200∫C. Place kaffir lime leaves into the cavity of the bird and roast on a pan in the middle of the oven. ;7.Cook for one hour, loosely covered with foil, then remove foil, reduce heat to 180∫C and roast for another hour until the bird is golden brown and cooked. Test by poking a fork into the thickest part of the thigh, if juices run clear, it is ready. ;8.Remove turkey from pan and rest for half an hour. Pour a cup of stock (or white wine) into the pan. Heat over the stove, scraping to dissolve the burnt bits. If liked, add corn flour and stir till sauce is thickened. Season to taste.'",'Halal; NoNuts'
'Sweet potato gems recipe','easy',20,15,300,'Nyonya','Dessert','steamer','Steam','Vegetable','sweet potato flesh;coarse sugar;water;tapioca flour;thick coconut milk;salt;coconut flesh','300g sweet potato flesh; 150g coarse sugar; 100ml water; 150g tapioca flour; 250ml thick coconut milk; 0.5 teaspoon of salt; 100g grated coconut flesh',"'1.Scrub and clean 380g sweet potatoes under running water before steaming them over high heat until the flesh is tender. Peel off skin to yield 300g of sweet potato flesh.;2.In a small saucepan, cook sugar, water and pandan leaves until sugar dissolves. Discard the pandan leaves.;3.Using an electric blender, finely blend sweet potatoes with the sugar syrup.;4.Mix pureed potato, with sifted tapioca flour, coconut milk and salt.;5.Pour batter into the greased pan and steam over boiling water for 30-35 minutes.;6.Remove from steamer and leave to cool for 4 hours before slicing into pieces.;7.In a plate mix the grated white coconut flesh with salt. Toss the sweet potato slices in the coconut and serve immediately.'",'Halal; Vegetarian; NoNuts'
'Turmeric rice dumplings with dried shrimp sambal','hard',15,210,135,'Nyonya','Main Course','wok','boil','Rice','glutinous rice;turmeric;tamarind peel;pepper corn;salt;dried bamboo leave;hemp string;cooking oil;dried chilly;shallot;sugar;salt;dried prawn','500g glutinous rice;1 tablespoon freshly ground turmeric;1 pc tamarind peel;1 teaspoon pepper corns;0.5  teaspoon of salt;32 pcs dried bamboo leaves;5 meters hemp string;118ml cooking oil;35 stalks dried chilly;320 g shallots;4 tablespoons sugar ;1 teaspoon salt;250g dried prawns',"'1.Rinse the rice and then soak the rice in clear water with the turmeric and tamarind peel for 3 hours. An hour in, soak the dried bamboo leaves in a separate container and then wash them clean. ;2.To prepare the filling, put together the spice paste ingredients in a mixer and grind. ;3.Heat the oil in the wok, and stir-fry paste ingredients for 10 minutes. ;4.Add the ground dried prawns and season with salt and sugar. Cook this over low heat until the mixture is relatively dry. Turn off heat and set aside. ;5.Start preparing the rice: discard the tamarind peel, rinse the soaked rice in running tap water and drain. Stir in the peppercorns. ;6.To wrap the dumplings: take two washed bamboo leaves and fold one end to form a cone. ;7.Line the cone with the glutinous rice, then place two heaped tablespoons of filling in the rice before covering the filling with more rice. ;8.Using the palm of your free hand, press down to compress the dumpling. ;9.Wrap the dumpling up following the natural lines of the leaves. Make sure there are no holes. ;10.Tie tightly with the hemp string and repeat until all dumplings are tied. The first one usually looks the ugliest ó it does get better. ;11.Bring a large pot of water to a boil, add salt and leave the dumplings in rapidly boiling water for 2ñ21/4 hours. ;12.Once cooked, hang dumplings to drip off excess water before storing or eating.'",'Halal; NoNuts; Spicy'
'Babi assam garam','medium',10,1440,50,'Nyonya','Main Course','oven','Grill','Pork','pork;tamarind paste;water;salt;sugar','0.5kg pork belly;3 heaped tablespoons tamarind paste;1 cup water;1 tablespoon salt;2 teaspoons sugar',"'1.Using tweezers, pluck pork skin clean of bristles. ;2.Make marinade by mixing tamarind paste with water. Add salt and sugar. The consistency should be thick. ;3.Marinate the whole piece of pork in this mixture overnight, covered, in the fridge. ;4.The next day, boil pork and marinade over a moderate fire until the meat is tender. ;5.Just before serving, cut the pork into thick slices. Lay out slices, without overlapping, on an oven tray and grill in a hot oven until browned. ;6.In the meantime, cook down marinade in the pan. Add a little over each slice of grilled pork and serve with a dip of chopped garlic and vinegar to cut through the richness.'",'Halal; NoNuts'
